vertical_distance
4.63183105909132
7.7574498755104
3.73406248743851
0
4.16514073445369
5.26999078659949
3.51737947503766
0
0
0
0
3.2863936858983
5.08183105909132
7.31132950902339
7.12518581125233
4.54931499497057
0
4.13368796390679
6.02702663701901
4.97099237105108
3.71514073445369
4.61073422719866
2.78456834586202
3.41292509598477
2.09178276248776
3.11376657902424
6.53183105909132
0
6.42157291523891
3.53456834586202
2.39702016162062
2.19931499497056
4.74178276248776
6.66737947503766
5.33905685111817
0
3.62735392923627
5.22665211348728
6.1998955391584
4.91961626306777
0
2.27889958878754
5.52099237105108
5.31015368301082
0
0
0
0
5.06376657902425
1.89702016162062
4.01999078659949
0
5.14989553915841
2.99109833785802
3.03368796390679
2.91015368301082
2.40292789098398
0
0
5.29178276248776
3.64702016162062
6.26812991623119
3.76999078659949
0
4.35554456222876
2.19931499497056
2.71292509598477
0
0
2.977026637019
5.02099237105108
2.30292789098398
1.977026637019
4.54178276248776
3.34931499497057
3.13368796390679
3.06827311306523
4.27702663701901
7.41860934614027
8.05792930541949
0
0
2.64702016162062
0
6.3282181630779
4.22665211348728
6.14336963118573
2.14088712548092
0
5.99850871180926
6.7782181630779
3.64931499497057
7.44676983478963
3.36999078659949
3.70350451366261
5.58544395510474
0
4.4782181630779
2.74088712548092
4.31514073445369
2.72735392923627
6.67099237105109
0
2.66015368301082
5.03406248743852
3.42460526706449
5.71015368301082
5.47157291523891
6.91737947503766
4.54989553915841
2.99702016162062
5.7782181630779
4.51514073445369
0
2.25764663734293
6.93544395510474
6.05712133118524
6.38544395510475
5.22460526706449
0
0
7.09266974713157
4.62665211348728
0
0
5.477026637019
4.89850871180926
0
3.08368796390679
8.18656922397793
6.65712133118524
5.24109833785802
5.77665211348729
7.34989553915841
4.96258041264826
3.34931499497057
7.76812991623119
3.29850871180926
6.74628264314499
7.92200954974417
0
5.38183105909132
5.32460526706448
3.61737947503767
4.56737947503766
6.22588918325715
2.45517003869703
0
3.88456834586202
2.36961626306777
0
0
5.13183105909132
6.65404967190651
4.54931499497057
0
0
6.02460526706449
7.26812991623119
4.26961626306777
2.30292789098398
4.61737947503767
3.61737947503767
5.08183105909132
4.92099237105109
5.2199907865995
6.23544395510474
5.23406248743851
0
6.62099237105108
0
0
0
2.89810016186775
5.30350843517184
0
4.66258041264826
3.06827311306523
7.27157291523891
3.19570209895715
4.46737947503766
2.64570209895714
5.10712133118525
4.21015368301082
0
8.21180893893246
3.68406248743852
7.14989553915841
0
6.16376657902424
3.14109833785802
0
3.21514073445369
7.06073422719867
